dates,etcs,parks,results,times,year
07.05(목),-,잠실,NC win 5 vs lose 3 LG,18:30,2018
07.06(금),-,광주,LG lose 4 vs win 13 KIA,18:30,2018
07.07(토),-,광주,LG win 13 vs lose 10 KIA,18:00,2018
07.08(일),-,광주,LG win 8 vs lose 1 KIA,18:00,2018
07.10(화),-,잠실,SK win 10 vs lose 3 LG,18:30,2018
07.11(수),-,잠실,SK lose 1 vs win 3 LG,18:30,2018
07.12(목),-,잠실,SK win 7 vs lose 4 LG,18:30,2018
07.17(화),-,고척,LG win 9 vs lose 3 넥센,18:30,2018
07.18(수),-,고척,LG win 8 vs lose 7 넥센,18:30,2018
07.19(목),-,고척,LG win 8 vs lose 3 넥센,18:30,2018
07.20(금),-,잠실,두산 win 5 vs lose 4 LG,18:30,2018
07.21(토),-,잠실,두산 win 17 vs lose 10 LG,18:00,2018
07.22(일),-,잠실,두산 win 6 vs lose 1 LG,18:00,2018
07.24(화),-,잠실,삼성 win 11 vs lose 1 LG,18:30,2018
07.25(수),-,잠실,삼성 win 1 vs lose 0 LG,18:30,2018
07.26(목),-,잠실,삼성 lose 5 vs win 7 LG,18:30,2018
07.27(금),-,수원,LG lose 7 vs win 9 KT,18:30,2018
07.28(토),-,수원,LG lose 10 vs win 11 KT,18:00,2018
07.29(일),-,수원,LG win 7 vs lose 4 KT,18:00,2018
07.31(화),-,잠실,LG lose 2 vs win 6 두산,18:30,2018
07.01(일),우천취소,수원,NCvs KT,18:00,2018
07.03(화),그라운드사정,수원,삼성vs KT,18:30,2018
07.04(수),-,수원,삼성 lose 5 vs win 6 KT,18:30,2018
07.05(목),-,수원,삼성 same 2 vs same 2 KT,18:30,2018
07.06(금),-,사직,KT lose 9 vs win 11 롯데,18:30,2018
07.07(토),-,사직,KT win 9 vs lose 1 롯데,18:00,2018
07.08(일),-,사직,KT lose 5 vs win 10 롯데,18:00,2018
07.10(화),-,수원,두산 lose 1 vs win 9 KT,18:30,2018
07.11(수),-,수원,두산 win 6 vs lose 0 KT,18:30,2018
07.12(목),-,수원,두산 lose 4 vs win 11 KT,18:30,2018
07.17(화),-,수원,한화 win 8 vs lose 1 KT,18:30,2018
07.18(수),-,수원,한화 lose 2 vs win 4 KT,18:30,2018
07.19(목),-,수원,한화 lose 7 vs win 8 KT,18:30,2018
07.20(금),-,광주,KT lose 4 vs win 6 KIA,18:30,2018
07.21(토),-,광주,KT lose 2 vs win 8 KIA,18:00,2018
07.22(일),-,광주,KT win 6 vs lose 5 KIA,18:00,2018
07.24(화),-,고척,KT win 9 vs lose 6 넥센,18:30,2018
07.25(수),-,고척,KT lose 3 vs win 7 넥센,18:30,2018
07.26(목),-,고척,KT win 7 vs lose 4 넥센,18:30,2018
07.27(금),-,수원,LG lose 7 vs win 9 KT,18:30,2018
07.28(토),-,수원,LG lose 10 vs win 11 KT,18:00,2018
07.29(일),-,수원,LG win 7 vs lose 4 KT,18:00,2018
07.31(화),-,대전,KT win 5 vs lose 4 한화,18:30,2018
07.01(일),우천취소,수원,NCvs KT,18:00,2018
07.03(화),-,잠실,NC win 13 vs lose 6 LG,18:30,2018
07.04(수),-,잠실,NC lose 3 vs win 13 LG,18:30,2018
07.05(목),-,잠실,NC win 5 vs lose 3 LG,18:30,2018
07.06(금),-,고척,NC lose 2 vs win 6 넥센,18:30,2018
07.07(토),-,고척,NC lose 4 vs win 6 넥센,18:00,2018
07.08(일),-,고척,NC win 2 vs lose 1 넥센,18:00,2018
07.10(화),-,마산,KIA lose 6 vs win 8 NC,18:30,2018
07.11(수),-,마산,KIA lose 1 vs win 5 NC,18:30,2018
07.12(목),-,마산,KIA lose 3 vs win 4 NC,18:30,2018
07.17(화),-,문학,NC lose 4 vs win 10 SK,18:30,2018
07.18(수),-,문학,NC win 4 vs lose 3 SK,18:30,2018
07.19(목),-,문학,NC lose 0 vs win 3 SK,18:30,2018
07.20(금),-,마산,넥센 lose 8 vs win 10 NC,18:30,2018
07.21(토),-,마산,넥센 win 6 vs lose 3 NC,18:00,2018
07.22(일),-,마산,넥센 win 6 vs lose 3 NC,18:00,2018
07.24(화),-,사직,NC win 3 vs lose 2 롯데,18:30,2018
07.25(수),-,사직,NC win 9 vs lose 6 롯데,18:30,2018
07.26(목),-,사직,NC lose 1 vs win 13 롯데,18:30,2018
07.27(금),-,마산,SK lose 0 vs win 1 NC,18:30,2018
07.28(토),-,마산,SK win 7 vs lose 3 NC,18:00,2018
07.29(일),-,마산,SK lose 3 vs win 4 NC,18:00,2018
07.31(화),-,대구,NC same 4 vs same 4 삼성,18:30,2018
08.01(수),-,문학,넥센 lose 8 vs win 14 SK,18:30,2018
08.02(목),-,문학,넥센 win 4 vs lose 3 SK,18:30,2018
08.04(토),-,잠실,SK win 9 vs lose 2 LG,18:00,2018
08.05(일),-,잠실,SK win 12 vs lose 3 LG,18:00,2018
08.07(화),-,문학,삼성 win 10 vs lose 8 SK,18:30,2018
08.08(수),-,문학,삼성 lose 0 vs win 12 SK,18:30,2018
08.09(목),-,마산,SK lose 3 vs win 6 NC,18:30,2018
08.10(금),-,마산,SK win 12 vs lose 8 NC,18:30,2018
08.11(토),-,문학,KIA win 18 vs lose 4 SK,18:00,2018
08.12(일),-,문학,KIA win 21 vs lose 8 SK,18:00,2018
08.14(화),-,잠실,SK lose 3 vs win 6 두산,18:30,2018
08.15(수),-,잠실,SK win 12 vs lose 2 두산,18:00,2018
08.16(목),-,문학,LG win 14 vs lose 3 SK,18:30,2018
08.01(수),-,대전,KT lose 3 vs win 4 한화,18:30,2018
08.02(목),-,대전,KT lose 3 vs win 5 한화,18:30,2018
08.04(토),-,대전,NC win 7 vs lose 5 한화,18:00,2018
08.05(일),-,대전,NC win 10 vs lose 8 한화,18:00,2018
08.07(화),-,잠실,한화 lose 4 vs win 6 두산,18:30,2018
08.08(수),-,잠실,한화 win 8 vs lose 2 두산,18:30,2018
08.09(목),-,청주,넥센 win 16 vs lose 5 한화,18:30,2018
08.10(금),-,청주,넥센 win 9 vs lose 4 한화,18:30,2018
08.11(토),-,대전,KT lose 3 vs win 5 한화,18:00,2018
08.12(일),-,대전,KT lose 4 vs win 5 한화,18:00,2018
08.14(화),-,사직,한화 lose 4 vs win 9 롯데,18:30,2018
08.15(수),우천취소,사직,한화vs 롯데,18:00,2018
08.16(목),-,대구,한화 lose 2 vs win 5 삼성,18:30,2018
08.01(수),-,문학,넥센 lose 8 vs win 14 SK,18:30,2018
08.02(목),-,문학,넥센 win 4 vs lose 3 SK,18:30,2018
08.04(토),-,수원,넥센 win 3 vs lose 1 KT,18:00,2018
08.05(일),-,수원,넥센 win 20 vs lose 2 KT,18:00,2018
08.07(화),-,고척,KIA lose 1 vs win 9 넥센,18:30,2018
08.08(수),-,고척,KIA lose 6 vs win 7 넥센,18:30,2018
08.09(목),-,청주,넥센 win 16 vs lose 5 한화,18:30,2018
08.10(금),-,청주,넥센 win 9 vs lose 4 한화,18:30,2018
08.11(토),-,고척,LG lose 8 vs win 13 넥센,18:00,2018
08.12(일),-,고척,LG lose 3 vs win 11 넥센,18:00,2018
08.14(화),-,대구,넥센 win 11 vs lose 10 삼성,18:30,2018
08.15(수),-,대구,넥센 win 3 vs lose 2 삼성,18:00,2018
08.16(목),-,잠실,넥센 lose 2 vs win 8 두산,18:30,2018
08.01(수),-,광주,롯데 lose 1 vs win 8 KIA,18:30,2018
08.02(목),-,광주,롯데 win 9 vs lose 6 KIA,18:30,2018
08.04(토),-,광주,두산 lose 5 vs win 13 KIA,18:00,2018
08.05(일),-,광주,두산 lose 3 vs win 6 KIA,18:00,2018
08.07(화),-,고척,KIA lose 1 vs win 9 넥센,18:30,2018
08.08(수),-,고척,KIA lose 6 vs win 7 넥센,18:30,2018
08.09(목),-,광주,롯데 win 11 vs lose 4 KIA,18:30,2018
08.10(금),우천취소,광주,롯데vs KIA,18:30,2018
08.11(토),-,문학,KIA win 18 vs lose 4 SK,18:00,2018
08.12(일),-,문학,KIA win 21 vs lose 8 SK,18:00,2018
08.14(화),-,광주,LG lose 8 vs win 14 KIA,18:30,2018
08.15(수),-,광주,LG win 13 vs lose 4 KIA,18:00,2018
08.16(목),-,사직,KIA lose 6 vs win 8 롯데,18:30,2018
05.01(화),-,대구,SK win 12 vs lose 3 삼성,18:30,2018
05.02(수),-,대구,SK win 7 vs lose 4 삼성,18:30,2018
05.03(목),-,대구,SK lose 4 vs win 8 삼성,18:30,2018
05.04(금),-,문학,롯데 lose 4 vs win 5 SK,18:30,2018
05.05(토),-,문학,롯데 win 8 vs lose 1 SK,14:00,2018
05.06(일),그라운드사정,문학,롯데vs SK,14:00,2018
05.08(화),-,마산,SK lose 0 vs win 9 NC,18:30,2018
05.09(수),-,마산,SK win 6 vs lose 5 NC,18:30,2018
05.10(목),-,마산,SK win 6 vs lose 2 NC,18:30,2018
05.11(금),-,문학,LG win 14 vs lose 9 SK,18:30,2018
05.12(토),우천취소,문학,LGvs SK,17:00,2018
05.13(일),-,문학,LG lose 0 vs win 10 SK,14:00,2018
05.15(화),-,잠실,SK lose 4 vs win 6 두산,18:30,2018
05.16(수),-,잠실,SK lose 3 vs win 5 두산,18:30,2018
05.17(목),우천취소,잠실,SKvs 두산,18:30,2018
05.18(금),-,광주,SK lose 1 vs win 5 KIA,18:30,2018
05.19(토),-,광주,SK lose 1 vs win 2 KIA,17:00,2018
05.20(일),-,광주,SK lose 3 vs win 8 KIA,14:00,2018
05.22(화),-,문학,넥센 win 10 vs lose 4 SK,14:00,2018
05.23(수),-,문학,넥센 lose 2 vs win 13 SK,18:30,2018
05.24(목),-,문학,넥센 lose 1 vs win 3 SK,18:30,2018
05.25(금),-,문학,한화 lose 1 vs win 5 SK,18:30,2018
05.26(토),-,문학,한화 lose 2 vs win 7 SK,17:00,2018
05.27(일),-,문학,한화 win 7 vs lose 5 SK,14:00,2018
05.29(화),우천취소,잠실,SKvs 두산,18:30,2018
05.30(수),-,잠실,SK lose 3 vs win 11 두산,18:30,2018
08.01(수),-,광주,롯데 lose 1 vs win 8 KIA,18:30,2018
08.02(목),-,광주,롯데 win 9 vs lose 6 KIA,18:30,2018
08.04(토),-,사직,삼성 lose 4 vs win 5 롯데,18:00,2018
08.05(일),-,사직,삼성 win 8 vs lose 2 롯데,18:00,2018
05.31(목),-,잠실,SK lose 4 vs win 6 두산,18:30,2018
08.07(화),-,울산,LG lose 3 vs win 4 롯데,18:30,2018
08.08(수),-,울산,LG lose 1 vs win 2 롯데,18:30,2018
08.09(목),-,광주,롯데 win 11 vs lose 4 KIA,18:30,2018
08.10(금),우천취소,광주,롯데vs KIA,18:30,2018
08.11(토),-,잠실,롯데 lose 2 vs win 5 두산,18:00,2018
08.12(일),-,잠실,롯데 win 12 vs lose 11 두산,18:00,2018
08.14(화),-,사직,한화 lose 4 vs win 9 롯데,18:30,2018
08.15(수),우천취소,사직,한화vs 롯데,18:00,2018
08.16(목),-,사직,KIA lose 6 vs win 8 롯데,18:30,2018
08.01(수),-,잠실,LG lose 8 vs win 14 두산,18:30,2018
08.02(목),-,잠실,LG lose 5 vs win 6 두산,18:30,2018
08.04(토),-,광주,두산 lose 5 vs win 13 KIA,18:00,2018
08.05(일),-,광주,두산 lose 3 vs win 6 KIA,18:00,2018
08.07(화),-,잠실,한화 lose 4 vs win 6 두산,18:30,2018
08.08(수),-,잠실,한화 win 8 vs lose 2 두산,18:30,2018
08.09(목),-,수원,두산 win 4 vs lose 2 KT,18:30,2018
08.10(금),-,수원,두산 lose 1 vs win 7 KT,18:30,2018
08.11(토),-,잠실,롯데 lose 2 vs win 5 두산,18:00,2018
08.12(일),-,잠실,롯데 win 12 vs lose 11 두산,18:00,2018
08.14(화),-,잠실,SK lose 3 vs win 6 두산,18:30,2018
08.15(수),-,잠실,SK win 12 vs lose 2 두산,18:00,2018
08.16(목),-,잠실,넥센 lose 2 vs win 8 두산,18:30,2018
08.01(수),-,잠실,LG lose 8 vs win 14 두산,18:30,2018
08.02(목),-,잠실,LG lose 5 vs win 6 두산,18:30,2018
08.04(토),-,잠실,SK win 9 vs lose 2 LG,18:00,2018
08.05(일),-,잠실,SK win 12 vs lose 3 LG,18:00,2018
08.07(화),-,울산,LG lose 3 vs win 4 롯데,18:30,2018
08.08(수),-,울산,LG lose 1 vs win 2 롯데,18:30,2018
08.09(목),-,잠실,삼성 win 9 vs lose 6 LG,18:30,2018
08.10(금),-,잠실,삼성 lose 10 vs win 12 LG,18:30,2018
08.11(토),-,고척,LG lose 8 vs win 13 넥센,18:00,2018
08.12(일),-,고척,LG lose 3 vs win 11 넥센,18:00,2018
08.14(화),-,광주,LG lose 8 vs win 14 KIA,18:30,2018
08.15(수),-,광주,LG win 13 vs lose 4 KIA,18:00,2018
08.16(목),-,문학,LG win 14 vs lose 3 SK,18:30,2018
08.01(수),-,대전,KT lose 3 vs win 4 한화,18:30,2018
08.02(목),-,대전,KT lose 3 vs win 5 한화,18:30,2018
08.04(토),-,수원,넥센 win 3 vs lose 1 KT,18:00,2018
08.05(일),-,수원,넥센 win 20 vs lose 2 KT,18:00,2018
08.07(화),-,마산,KT win 12 vs lose 10 NC,18:30,2018
08.08(수),-,마산,KT lose 3 vs win 7 NC,18:30,2018
08.09(목),-,수원,두산 win 4 vs lose 2 KT,18:30,2018
08.10(금),-,수원,두산 lose 1 vs win 7 KT,18:30,2018
08.11(토),-,대전,KT lose 3 vs win 5 한화,18:00,2018
08.12(일),-,대전,KT lose 4 vs win 5 한화,18:00,2018
08.14(화),-,수원,NC lose 0 vs win 10 KT,18:30,2018
08.15(수),-,수원,NC win 13 vs lose 9 KT,18:00,2018
08.16(목),-,수원,NC lose 3 vs win 5 KT,18:30,2018
08.01(수),-,대구,NC win 9 vs lose 5 삼성,18:30,2018
08.02(목),-,대구,NC lose 2 vs win 3 삼성,18:30,2018
08.04(토),-,대전,NC win 7 vs lose 5 한화,18:00,2018
08.05(일),-,대전,NC win 10 vs lose 8 한화,18:00,2018
08.07(화),-,마산,KT win 12 vs lose 10 NC,18:30,2018
08.08(수),-,마산,KT lose 3 vs win 7 NC,18:30,2018
08.09(목),-,마산,SK lose 3 vs win 6 NC,18:30,2018
08.10(금),-,마산,SK win 12 vs lose 8 NC,18:30,2018
08.11(토),-,대구,NC win 7 vs lose 1 삼성,18:00,2018
08.12(일),-,대구,NC lose 2 vs win 9 삼성,18:00,2018
08.14(화),-,수원,NC lose 0 vs win 10 KT,18:30,2018
08.15(수),-,수원,NC win 13 vs lose 9 KT,18:00,2018
08.16(목),-,수원,NC lose 3 vs win 5 KT,18:30,2018
09.04(화),-,문학,넥센 win 7 vs lose 3 SK,18:30,2018
09.05(수),-,문학,넥센 lose 11 vs win 12 SK,18:30,2018
09.06(목),-,울산,SK lose 0 vs win 10 롯데,18:30,2018
09.07(금),-,울산,SK win 3 vs lose 0 롯데,18:30,2018
09.08(토),-,문학,두산 win 3 vs lose 0 SK,17:00,2018
09.09(일),-,문학,두산 lose 2 vs win 14 SK,14:00,2018
09.11(화),-,문학,KT lose 3 vs win 4 SK,18:30,2018
09.12(수),-,문학,KT lose 3 vs win 8 SK,18:30,2018
09.13(목),-,청주,SK win 2 vs lose 1 한화,18:30,2018
09.14(금),-,청주,SK win 7 vs lose 5 한화,18:30,2018
09.15(토),-,광주,SK lose 2 vs win 4 KIA,17:00,2018
09.16(일),-,광주,SK lose 6 vs win 7 KIA,14:00,2018
09.18(화),-,수원,SK lose 5 vs win 9 KT,18:30,2018
09.19(수),-,수원,SK win 18 vs lose 8 KT,18:30,2018
09.20(목),-,문학,한화 win 8 vs lose 2 SK,18:30,2018
09.21(금),-,문학,한화 lose 4 vs win 5 SK,18:30,2018
09.22(토),-,고척,SK lose 2 vs win 8 넥센,17:00,2018
09.23(일),-,고척,SK lose 0 vs win 4 넥센,14:00,2018
09.25(화),-,문학,LG lose 7 vs win 16 SK,14:00,2018
09.26(수),-,문학,LG lose 2 vs win 5 SK,14:00,2018
09.27(목),-,문학,NC lose 4 vs win 11 SK,18:30,2018
09.28(금),-,문학,NC lose 2 vs win 6 SK,18:30,2018
09.29(토),-,대구,SK lose 3 vs win 9 삼성,17:00,2018
09.30(일),-,대구,SK win 8 vs lose 4 삼성,14:00,2018
09.04(화),-,대전,롯데 lose 4 vs win 6 한화,18:30,2018
09.05(수),-,대전,롯데 lose 5 vs win 11 한화,18:30,2018
09.06(목),-,수원,한화 win 9 vs lose 2 KT,18:30,2018
09.07(금),-,수원,한화 lose 4 vs win 12 KT,18:30,2018
09.08(토),-,잠실,한화 lose 1 vs win 5 LG,17:00,2018
09.09(일),-,잠실,한화 lose 5 vs win 8 LG,14:00,2018
09.11(화),-,대구,한화 win 8 vs lose 7 삼성,18:30,2018
09.12(수),-,대구,한화 win 7 vs lose 3 삼성,18:30,2018
09.13(목),-,청주,SK win 2 vs lose 1 한화,18:30,2018
09.14(금),-,청주,SK win 7 vs lose 5 한화,18:30,2018
09.15(토),-,대전,LG win 12 vs lose 4 한화,17:00,2018
09.16(일),-,대전,LG lose 1 vs win 5 한화,14:00,2018
09.18(화),-,마산,한화 lose 3 vs win 10 NC,18:30,2018
09.19(수),-,마산,한화 win 7 vs lose 4 NC,18:30,2018
09.20(목),-,문학,한화 win 8 vs lose 2 SK,18:30,2018
09.21(금),-,문학,한화 lose 4 vs win 5 SK,18:30,2018
09.22(토),-,대전,KIA win 11 vs lose 5 한화,17:00,2018
09.23(일),-,대전,KIA lose 6 vs win 8 한화,14:00,2018
09.25(화),-,대전,삼성 win 8 vs lose 1 한화,14:00,2018
09.26(수),-,대전,삼성 lose 4 vs win 8 한화,14:00,2018
09.27(목),-,대전,두산 lose 6 vs win 9 한화,18:30,2018
09.28(금),-,대전,두산 lose 4 vs win 5 한화,18:30,2018
09.29(토),-,광주,한화 lose 3 vs win 4 KIA,17:00,2018
09.30(일),-,광주,한화 lose 4 vs win 6 KIA,14:00,2018
08.01(수),-,대구,NC win 9 vs lose 5 삼성,18:30,2018
08.02(목),-,대구,NC lose 2 vs win 3 삼성,18:30,2018
08.04(토),-,사직,삼성 lose 4 vs win 5 롯데,18:00,2018
08.05(일),-,사직,삼성 win 8 vs lose 2 롯데,18:00,2018
08.07(화),-,문학,삼성 win 10 vs lose 8 SK,18:30,2018
08.08(수),-,문학,삼성 lose 0 vs win 12 SK,18:30,2018
08.09(목),-,잠실,삼성 win 9 vs lose 6 LG,18:30,2018
08.10(금),-,잠실,삼성 lose 10 vs win 12 LG,18:30,2018
08.11(토),-,대구,NC win 7 vs lose 1 삼성,18:00,2018
08.12(일),-,대구,NC lose 2 vs win 9 삼성,18:00,2018
08.14(화),-,대구,넥센 win 11 vs lose 10 삼성,18:30,2018
08.15(수),-,대구,넥센 win 3 vs lose 2 삼성,18:00,2018
08.16(목),-,대구,한화 lose 2 vs win 5 삼성,18:30,2018
09.04(화),-,잠실,KIA win 10 vs lose 5 두산,18:30,2018
09.05(수),-,잠실,KIA lose 1 vs win 14 두산,18:30,2018
09.06(목),-,광주,넥센 lose 2 vs win 7 KIA,18:30,2018
09.07(금),-,광주,넥센 lose 5 vs win 7 KIA,18:30,2018
09.08(토),-,광주,삼성 lose 4 vs win 12 KIA,17:00,2018
09.09(일),-,광주,삼성 win 6 vs lose 5 KIA,14:00,2018
09.11(화),-,마산,KIA lose 7 vs win 10 NC,18:30,2018
09.12(수),-,마산,KIA lose 4 vs win 5 NC,18:30,2018
09.13(목),우천취소,사직,KIAvs 롯데,18:30,2018
09.14(금),-,사직,KIA win 9 vs lose 5 롯데,18:30,2018
09.15(토),-,광주,SK lose 2 vs win 4 KIA,17:00,2018
09.16(일),-,광주,SK lose 6 vs win 7 KIA,14:00,2018
09.18(화),-,대구,KIA win 18 vs lose 3 삼성,18:30,2018
09.19(수),-,대구,KIA lose 8 vs win 9 삼성,18:30,2018
09.20(목),-,광주,NC lose 6 vs win 7 KIA,18:30,2018
09.21(금),-,광주,NC lose 4 vs win 6 KIA,18:30,2018
09.22(토),-,대전,KIA win 11 vs lose 5 한화,17:00,2018
09.23(일),-,대전,KIA lose 6 vs win 8 한화,14:00,2018
09.25(화),-,수원,KIA win 9 vs lose 7 KT,14:00,2018
09.26(수),-,수원,KIA lose 2 vs win 9 KT,14:00,2018
09.27(목),-,잠실,KIA lose 1 vs win 9 LG,18:30,2018
09.28(금),-,잠실,KIA win 6 vs lose 2 LG,18:30,2018
09.29(토),-,광주,한화 lose 3 vs win 4 KIA,17:00,2018
09.30(일),-,광주,한화 lose 4 vs win 6 KIA,14:00,2018
06.01(금),-,광주,두산 win 5 vs lose 3 KIA,18:30,2018
06.02(토),-,광주,두산 win 10 vs lose 0 KIA,17:00,2018
06.03(일),-,광주,두산 lose 11 vs win 12 KIA,17:00,2018
06.05(화),-,고척,두산 lose 6 vs win 13 넥센,18:30,2018
06.06(수),-,고척,두산 win 7 vs lose 3 넥센,14:00,2018
06.07(목),-,고척,두산 win 3 vs lose 0 넥센,18:30,2018
06.08(금),-,잠실,NC lose 1 vs win 6 두산,18:30,2018
06.09(토),-,잠실,NC lose 0 vs win 3 두산,17:00,2018
06.10(일),-,잠실,NC lose 3 vs win 6 두산,17:00,2018
06.12(화),-,잠실,KT lose 2 vs win 3 두산,18:30,2018
06.13(수),-,잠실,KT lose 4 vs win 6 두산,18:30,2018
06.14(목),-,잠실,KT lose 8 vs win 9 두산,18:30,2018
06.15(금),-,대전,두산 win 13 vs lose 4 한화,18:30,2018
06.16(토),-,대전,두산 win 8 vs lose 3 한화,17:00,2018
06.17(일),-,대전,두산 lose 6 vs win 11 한화,17:00,2018
06.19(화),-,잠실,넥센 win 6 vs lose 5 두산,18:30,2018
06.20(수),-,잠실,넥센 win 8 vs lose 5 두산,18:30,2018
06.21(목),-,잠실,넥센 lose 3 vs win 9 두산,18:30,2018
06.22(금),-,대구,두산 lose 14 vs win 16 삼성,18:30,2018
06.23(토),-,대구,두산 win 11 vs lose 4 삼성,17:00,2018
06.24(일),-,대구,두산 win 12 vs lose 7 삼성,17:00,2018
06.26(화),-,마산,두산 lose 4 vs win 5 NC,18:30,2018
06.27(수),-,마산,두산 win 6 vs lose 3 NC,18:30,2018
06.28(목),-,마산,두산 win 9 vs lose 0 NC,18:30,2018
06.29(금),-,잠실,KIA win 7 vs lose 4 두산,18:30,2018
06.30(토),-,잠실,KIA lose 2 vs win 12 두산,17:00,2018
09.04(화),-,대전,롯데 lose 4 vs win 6 한화,18:30,2018
09.05(수),-,대전,롯데 lose 5 vs win 11 한화,18:30,2018
09.06(목),-,울산,SK lose 0 vs win 10 롯데,18:30,2018
09.07(금),-,울산,SK win 3 vs lose 0 롯데,18:30,2018
09.08(토),-,마산,롯데 lose 1 vs win 7 NC,17:00,2018
09.09(일),-,마산,롯데 lose 3 vs win 11 NC,14:00,2018
09.11(화),-,사직,두산 win 17 vs lose 4 롯데,18:30,2018
09.12(수),-,사직,두산 win 13 vs lose 9 롯데,18:30,2018
09.13(목),우천취소,사직,KIAvs 롯데,18:30,2018
09.14(금),-,사직,KIA win 9 vs lose 5 롯데,18:30,2018
09.15(토),-,사직,넥센 win 6 vs lose 5 롯데,17:00,2018
09.16(일),-,사직,넥센 win 2 vs lose 0 롯데,14:00,2018
09.18(화),-,잠실,롯데 win 4 vs lose 1 LG,18:30,2018
09.19(수),-,잠실,롯데 win 15 vs lose 11 LG,18:30,2018
09.20(목),-,사직,KT lose 10 vs win 11 롯데,18:30,2018
09.21(금),우천취소,사직,KTvs 롯데,18:30,2018
09.22(토),-,대구,롯데 win 5 vs lose 2 삼성,17:00,2018
09.23(일),-,대구,롯데 lose 2 vs win 5 삼성,14:00,2018
09.25(화),-,사직,NC lose 7 vs win 8 롯데,14:00,2018
09.26(수),-,사직,NC lose 7 vs win 10 롯데,14:00,2018
09.27(목),-,고척,롯데 win 8 vs lose 6 넥센,18:30,2018
09.28(금),-,고척,롯데 lose 8 vs win 9 넥센,18:30,2018
09.29(토),-,수원,롯데 win 8 vs lose 3 KT,17:00,2018
09.30(일),-,수원,롯데 win 8 vs lose 7 KT,14:00,2018
09.04(화),-,잠실,KIA win 10 vs lose 5 두산,18:30,2018
09.05(수),-,잠실,KIA lose 1 vs win 14 두산,18:30,2018
09.06(목),-,대구,두산 win 6 vs lose 2 삼성,18:30,2018
09.07(금),-,대구,두산 win 7 vs lose 2 삼성,18:30,2018
09.08(토),-,문학,두산 win 3 vs lose 0 SK,17:00,2018
09.09(일),-,문학,두산 lose 2 vs win 14 SK,14:00,2018
09.11(화),-,사직,두산 win 17 vs lose 4 롯데,18:30,2018
09.12(수),-,사직,두산 win 13 vs lose 9 롯데,18:30,2018
09.13(목),-,잠실,KT lose 3 vs win 10 두산,18:30,2018
09.14(금),-,잠실,KT lose 2 vs win 7 두산,18:30,2018
09.15(토),-,잠실,NC win 13 vs lose 7 두산,17:00,2018
09.16(일),-,잠실,NC lose 1 vs win 5 두산,14:00,2018
09.18(화),-,고척,두산 lose 7 vs win 10 넥센,18:30,2018
09.19(수),-,고척,두산 lose 4 vs win 5 넥센,18:30,2018
09.20(목),-,잠실,두산 win 9 vs lose 3 LG,18:30,2018
09.21(금),-,잠실,두산 win 10 vs lose 3 LG,18:30,2018
09.22(토),-,마산,두산 win 13 vs lose 10 NC,17:00,2018
09.23(일),-,마산,두산 lose 3 vs win 4 NC,14:00,2018
09.25(화),-,잠실,넥센 lose 2 vs win 13 두산,14:00,2018
09.26(수),-,잠실,넥센 lose 8 vs win 9 두산,14:00,2018
09.27(목),-,대전,두산 lose 6 vs win 9 한화,18:30,2018
09.28(금),-,대전,두산 lose 4 vs win 5 한화,18:30,2018
09.29(토),-,잠실,LG lose 8 vs win 9 두산,17:00,2018
09.30(일),-,잠실,LG lose 1 vs win 7 두산,14:00,2018
07.01(일),우천취소,대전,롯데vs 한화,18:00,2018
07.03(화),우천취소,사직,두산vs 롯데,18:30,2018
07.04(수),-,사직,두산 win 7 vs lose 4 롯데,18:30,2018
07.05(목),-,사직,두산 win 9 vs lose 2 롯데,18:30,2018
07.06(금),-,사직,KT lose 9 vs win 11 롯데,18:30,2018
07.07(토),-,사직,KT win 9 vs lose 1 롯데,18:00,2018
07.08(일),-,사직,KT lose 5 vs win 10 롯데,18:00,2018
07.10(화),-,포항,롯데 lose 3 vs win 6 삼성,18:30,2018
07.11(수),-,포항,롯데 lose 2 vs win 4 삼성,18:30,2018
07.12(목),-,포항,롯데 lose 4 vs win 8 삼성,18:30,2018
07.17(화),-,잠실,롯데 win 12 vs lose 6 두산,18:30,2018
07.18(수),-,잠실,롯데 lose 4 vs win 5 두산,18:30,2018
07.19(목),-,잠실,롯데 lose 1 vs win 7 두산,18:30,2018
07.20(금),-,사직,SK win 6 vs lose 2 롯데,18:30,2018
07.21(토),-,사직,SK win 4 vs lose 3 롯데,18:00,2018
07.22(일),-,사직,SK lose 4 vs win 12 롯데,18:00,2018
07.24(화),-,사직,NC win 3 vs lose 2 롯데,18:30,2018
07.25(수),-,사직,NC win 9 vs lose 6 롯데,18:30,2018
07.26(목),-,사직,NC lose 1 vs win 13 롯데,18:30,2018
07.27(금),-,고척,롯데 win 9 vs lose 2 넥센,18:30,2018
07.28(토),-,고척,롯데 win 11 vs lose 7 넥센,18:00,2018
07.29(일),-,고척,롯데 win 4 vs lose 3 넥센,18:00,2018
07.31(화),-,광주,롯데 lose 1 vs win 4 KIA,18:30,2018
09.04(화),-,수원,LG lose 3 vs win 4 KT,18:30,2018
09.05(수),-,수원,LG win 4 vs lose 3 KT,18:30,2018
09.06(목),-,수원,한화 win 9 vs lose 2 KT,18:30,2018
09.07(금),-,수원,한화 lose 4 vs win 12 KT,18:30,2018
09.08(토),-,고척,KT win 12 vs lose 6 넥센,17:00,2018
